--> Precision: 1.0
--> Recall: 0.4444444444444444
--> F-Measure: 0.6153846153846153

-> Evaluación para b'Iris-virginica': 
--> Precision: 0.16666666666666666
--> Recall: 1.0
--> F-Measure: 0.2857142857142857


--- Partición N° 7 ---

-> Accuracy: 0.6
-> Confusion Matrix: 

                b'Iris-setosa' b'Iris-versicolor' b'Iris-virginica' 

b'Iris-setosa'          1             1               0        

b'Iris-versicolor'      0             4               4        

b'Iris-virginica'       0             1               4        


-> Evaluación para b'Iris-setosa': 
--> Precision: 1.0
--> Recall: 0.5
--> F-Measure: 0.6666666666666666

-> Evaluación para b'Iris-versicolor': 
--> Precision: 0.6666666666666666
--> Recall: 0.5
--> F-Measure: 0.5714285714285715

-> Evaluación para b'Iris-virginica': 
--> Precision: 0.5
--> Recall: 0.8
--> F-Measure: 0.6153846153846154


--- Partición N° 8 ---

-> Accuracy: 0.4666666666666667
-> Confusion Matrix: 

                b'Iris-setosa' b'Iris-versicolor' b'Iris-virginica' 

b'Iris-setosa'          2             0               0        

b'Iris-versicolor'      3             3               2        

b'Iris-virginica'       0             3               2        


-> Evaluación para b'Iris-setosa': 
--> Precision: 0.4
--> Recall: 1.0
--> F-Measure: 0.5714285714285715

-> Evaluación para b'Iris-versicolor': 
--> Precision: 0.5
--> Recall: 0.375
--> F-Measure: 0.42857142857142855

-> Evaluación para b'Iris-virginica': 
--> Precision: 0.5
--> Recall: 0.4
--> F-Measure: 0.4444444444444445


--- Partición N° 9 ---

-> Accuracy: 0.7333333333333333
-> Confusion Matrix: 

                b'Iris-setosa' b'Iris-versicolor' b'Iris-virginica' 

b'Iris-setosa'          6             2               0        

b'Iris-versicolor'      0             4               2        

b'Iris-virginica'       0             0               1        


-> Evaluación para b'Iris-setosa': 
--> Precision: 1.0
--> Recall: 0.75
--> F-Measure: 0.8571428571428571

-> Evaluación para b'Iris-versicolor': 
--> Precision: 0.6666666666666666
--> Recall: 0.6666666666666666
--> F-Measure: 0.6666666666666666

-> Evaluación para b'Iris-virginica': 
--> Precision: 0.3333333333333333
--> Recall: 1.0
--> F-Measure: 0.5


--- Partición N° 10 ---

-> Accuracy: 0.8
-> Confusion Matrix: 

                b'Iris-setosa' b'Iris-versicolor' b'Iris-virginica' 

b'Iris-setosa'          6             1               0        

b'Iris-versicolor'      0             1               1        

b'Iris-virginica'       0             1               5        


-> Evaluación para b'Iris-setosa': 
--> Precision: 1.0
--> Recall: 0.8571428571428571
--> F-Measure: 0.923076923076923

-> Evaluación para b'Iris-versicolor': 
--> Precision: 0.3333333333333333
--> Recall: 0.5
--> F-Measure: 0.4

-> Evaluación para b'Iris-virginica': 
--> Precision: 0.8333333333333334
--> Recall: 0.8333333333333334
--> F-Measure: 0.8333333333333334


--- Promedio de Evaluación ---

-> Accuracy: 0.78

-> Evaluación para b'Iris-setosa': 
--> Precision: 0.9400000000000001
--> Recall: 0.9107142857142858
--> F-Measure: 0.9018315018315018

-> Evaluación para b'Iris-versicolor': 
--> Precision: 0.7791666666666667
--> Recall: 0.6857539682539684
--> F-Measure: 0.7067443667443668

-> Evaluación para b'Iris-virginica': 
--> Precision: 0.6533333333333333
--> Recall: 0.8533333333333333
--> F-Measure: 0.6805860805860806

